Title,Series_Title,Issue_Number,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Price,Sell_Method,Num_of_Bids,Shipping_Price,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score
,Amazing Spider-Man Vol.1,#129,,,High Grade,Marvel,1974,,US Comics,Reprint,Bronze Age (1970-83),,Superheroes,Spider-Man,,,,,,,,,,
Spiderman and Batman: Disordered Minds (Embossed 1995 Marvel/DC Comics) VFNM,Spider-Man,,https://i.ebayimg.com/images/g/~hYAAOSwG4JjT3jT/s-l500.png,Like New,,Marvel Comics,1995,,US Comics,,,,,,,,US $23.06,highest_bidder,6,$3.49,"Dec 03, 2022","Winder, Georgia, United States",zimbliest24,1533
Spider-Man 5  CGC  9.8 NM/M   W/Pages  N/CASE,Spider-Man,5,https://i.ebayimg.com/images/g/jrgAAOSwjyNjFnvH/s-l500.png,--,9.8 Near Mint/Mint,Marvel,1990,Single Issue,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man (Peter Parker),,,US $79.99,best_offer_accepted,,$14.70,"Dec 03, 2022","Georgetown, Delaware, United States",guts,1144
Amazing Spider-Man Annual #21 (CGC 9.4) 1987 Special Wedding Issue! (NYC Label),Amazing Spider-Man Annual,21,https://i.ebayimg.com/images/g/89EAAOSwy31ibd6S/s-l500.jpg,Very Good,9.4 Near Mint,Marvel,1987,Annual,US Comics,"Annual, Key Issue, 1st Edition",Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $100.00,best_offer_accepted,,$12.75,"Dec 03, 2022","Marietta, Pennsylvania, United States",crowncaster1,418
Superior Spider-Man: Complete Collection Volume 1 by Dan Slott Marvel 2018 TPB,Superior Spider-Man: The Complete Collection,1,https://i.ebayimg.com/images/g/0yAAAOSw84hjhS7c/s-l500.jpg,Good,,Marvel Comics,2018,,US Comics,,,,Superheroes,Superior Spider-Man,,,US $40.00,best_offer_accepted,,$5.00,"Dec 03, 2022","Albany, Indiana, United States",boilerbirds,5407
Peter Parker Spectacular Spider-man # 9 1st White Tiger MCU 1977 CGC 8.5,Spectacular Spider-Man,9,https://i.ebayimg.com/images/g/WesAAOSwh-5i8o-h/s-l500.jpg,Brand New,,,1977,,US Comics,,,,,,,,US $84.99,best_offer_accepted,,$20.00,"Dec 03, 2022","Placentia, California, United States",ramithard,1501
Amazing Fantasy 1000 Tyler Kirkham NYCC exclusive signed and remarqued w/COA,Amazing Fantasy,,https://i.ebayimg.com/images/g/X30AAOSwGyhjhwRw/s-l500.jpg,Like New,,Marvel,2022,,US Comics,,Modern Age (1992-Now),,,Spider-Man (Peter Parker),,,US $85.00,buy_it_now,,$5.00,"Dec 03, 2022","Tacoma, Washington, United States",thedailychase,9
SPIDER-MAN and the X-MEN #1 Marvel Comics 2014 SKOTTIE YOUNG Variant,The X-Men,1,https://i.ebayimg.com/images/g/Ir4AAOSwvghjNcVd/s-l500.jpg,Very Good,,Marvel Comics,2014,Single Issue,US Comics,Variant Cover,Modern Age (1992-Now),Comic Book,SUPERHERO,"X-Men, Spider-Man",Spiderman and the X-Men,,US $8.99,best_offer_accepted,,$7.40,"Dec 03, 2022","Lansing, Michigan, United States",manofmargarin,1435
Amazing Spider-Man #80 CGC 9.0 White Pages High Grade Romita Cover ASM VF/NM,Amazing Spider-Man,80,https://i.ebayimg.com/images/g/fpIAAOSwAPdjZA70/s-l500.jpg,--,9.0 Very Fine/Near Mint,Marvel Comics,1970,Softcover,US Comics,"1st Edition, Key Issue, ASM, Grail, White Pages, VF/NM",Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $299.00,buy_it_now,,,"Dec 03, 2022","Vincennes, Indiana, United States",spideyfan2424,1144
Amazing Spider-Man #16 1964 1st Daredevil Crossover ,Amazing Spider-Man,16,https://i.ebayimg.com/images/g/TJkAAOSwLRVjf-ss/s-l500.jpg,Very Good,,Marvel,1964,,US Comics,,Silver Age (1956-69),Comic Book,,Spider-Man,,,US $895.00,buy_it_now,,$9.00,"Dec 03, 2022","Fall River, Massachusetts, United States",monnj57,1491
Marvel Team-Up 24 Spider-man Brother Voodoo,Marvel Team-Up,24,https://i.ebayimg.com/images/g/j2IAAOSwBdNjgiD-/s-l500.jpg,Acceptable,,Marvel Comics,,,US Comics,,Bronze Age (1970-83),,,"Spider-Man (Peter Parker), Brother Voodoo",,,US $0.99,highest_bidder,1,$5.99,"Dec 03, 2022","Plymouth, Massachusetts, United States",daveok77,590
Amazing Spider-man 583 Obama Inauguration Day Variant Comic Lot 1st Printing,Amazing Spider-Man,,https://i.ebayimg.com/images/g/MnIAAOSwGNpjZAj3/s-l500.png,Good,,Amazing Comics,,,US Comics,,,,,,,,US $79.95,best_offer_accepted,,$9.75,"Dec 03, 2022","Strongsville, Ohio, United States",kybear14,273
Spider-Man 4  CGC  9.8 NM/M   W/Pages  N/CASE,Spider-Man,,https://i.ebayimg.com/images/g/7t4AAOSwCDVjfsSh/s-l500.png,--,9.8 Near Mint/Mint,Marvel,1990,Single Issue,US Comics,,Modern Age (1985-Now),Comic Book,Superheroes,Lizard,,,US $69.99,best_offer_accepted,,$12.75,"Dec 03, 2022","Georgetown, Delaware, United States",guts,1144
"The Spectacular Spider-Man Annual#1 (1979, Marvel Comics) Peter Parker",Zone,16,https://i.ebayimg.com/images/g/exUAAOSwpf5jgiJE/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,1,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Ultimate Spider-Man: Vol 7, 8, 9, 10, 11, 12: TPB: Marvel Comics: Lot of 6 Books",Ultimate Spider-Man,3,https://i.ebayimg.com/images/g/kVkAAOSwulJjfVh3/s-l500.jpg,Very Good,,Marvel Comics,,Trade Paperback,US Comics,,Modern Age (1992-Now),Graphic Novel,,Spider-Man,Ultimate Spider-Man,,US $53.99,buy_it_now,,$9.99,"Dec 03, 2022","Parish, New York, United States",vikings012004,689
BLACK CAT 1 C SIGNED J SCOTT CAMPBELL MARY JANE RED CAT COA • NM+,Black Cat,1,https://i.ebayimg.com/images/g/aLAAAOSwv6hjfCUY/s-l500.jpg,Like New,,Marvel,2019,Single Issue,US Comics,"Certificates of Authenticity (COA) Included, Variant Cover",Modern Age (1992-Now),Cover Variant - C,"Action, Adventure, Movie & TV, Superheroes",Black Cat,Black Cat,Black Cat,US $40.00,buy_it_now,,$5.00,"Dec 03, 2022","Westerville, Ohio, United States",outback_comics,968
Amazing Spider-Man 253 VF 1st app The Rose NM High Grade Newsstand,Amazing Spider-Man,253,https://i.ebayimg.com/images/g/53QAAOSwQzxjK1vB/s-l500.jpg,--,,Marvel Comics,1984,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, First Character Appearance, Key Issue",Copper Age (1984-1991),Comic Book,Superheroes,"the rose, Spider-Man",Amazing Spider-Man,Marvel (MCU),US $15.00,buy_it_now,,$5.00,"Dec 03, 2022","Tenafly, New Jersey, United States",robotur,1195
Amazing Spider-Man (1963) #201 F/VF 7.0,,,https://i.ebayimg.com/images/g/Z1kAAOSwT4dh~wgg/s-l500.jpg,--,,Marvel,,,,,,,,,,,US $25.00,buy_it_now,,$5.95,"Dec 03, 2022","Stillwater, Oklahoma, United States",legendarycomics,5453
,,434,,,,Editorial Novedades,,,,,Copper Age (1984-1991),,,Spider-Man,,,,,,,,,,
,,435,,,,Editorial Novedades,,,,,Copper Age (1984-1991),,,Spider-Man,,,,,,,,,,
Amazing Spider-Man #74 (2021) 9.4 NM Marvel 1:25 Variant Edition Retailer Key,Amazing Spider-Man,,https://i.ebayimg.com/images/g/2sMAAOSw5FlhviVZ/s-l500.jpg,Like New,,,2021,,US Comics,,,,,Key,,,US $30.00,best_offer_accepted,,FREE,"Dec 03, 2022","Whitesboro, New York, United States",gall4114,2958
Amazing Spider-Man #6 (2022) 9.4 NM Marvel #900 Benjamin Su Variant Cover Comic,Amazing Spider-Man,6,https://i.ebayimg.com/images/g/bwQAAOSwxrdjC8k6/s-l500.jpg,Like New,,,2022,,US Comics,Variant Cover,,,,,,,US $15.00,best_offer_accepted,,FREE,"Dec 03, 2022","Whitesboro, New York, United States",gall4114,2958
"The Spectacular Spider-Man #6 (May 1977, Marvel Comics) Peter Parker",Zone,16,https://i.ebayimg.com/images/g/gNkAAOSwHAtjgiRV/s-l500.jpg,Like New,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,1,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"The Spectacular Spider-Man #7 (June 1977, Marvel Comics) Peter Parker",Zone,16,https://i.ebayimg.com/images/g/F9YAAOSwlT1jgiSl/s-l500.jpg,Like New,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,1,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Marvel Masterworks: The Amazing Spider-Man Volume 8 (2014, Trade Paperback)",Marvel Masterworks: The Amazing Spider-Man,8,https://i.ebayimg.com/images/g/ny8AAOSwvKNjZnPl/s-l500.jpg,Very Good,,Marvel Comics,2014,,US Comics,,,,,,,,US $11.00,highest_bidder,2,$8.00,"Dec 03, 2022","Brooklyn, New York, United States",pnat6841-hv3qyh8jdz,32
Marvel: Spider-Man Encyclopedia (2006) FIRST PRINTING,Spider-Man,,https://i.ebayimg.com/images/g/alQAAOSw5S5jSbcM/s-l500.jpg,Like New,,Marvel Comics,2006,Softcover,US Comics,First Printing,Modern Age (1992-Now),Character Encyclopedia,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),US $5.99,highest_bidder,1,$3.49,"Dec 03, 2022","Smithtown, New York, United States",aliwo_1914,121
PREORDER THE AMAZING SPIDER-MAN (2022) #1 EMINEM VARIANT Ship ASAP upon arrival ,The Amazing Spider-Man,1,https://i.ebayimg.com/images/g/9XAAAOSwjvZjfVdJ/s-l500.jpg,Brand New,,,2022,,US Comics,,,,,"Spider-Man (Peter Parker), eminem",,,US $190.00,buy_it_now,,FREE,"Dec 03, 2022","Kansas City, Kansas, United States",greetings2all,119
SPIDER-MAN vs VENOM TPB Marvel 1990 1st Print by David Micheline Todd McFarlane ,Spider-Man,Various,https://i.ebayimg.com/images/g/EmEAAOSwO-pjK1HD/s-l500.png,Very Good,Ungraded,Marvel,1990,,US Comics,,Modern Age (1985-Now),,Superheroes,"Venom, Spider-Man",Amazing Spiderman,,US $20.00,buy_it_now,,FREE,"Dec 03, 2022","Dothan, Alabama, United States",visioncollectible,3585
Amazing Spider-Man #13 2022 Unread Daryl Mandryk Variant Cover Marvel Comic,Amazing Spider-Man,13,https://i.ebayimg.com/images/g/ta8AAOSwuSRjcYN2/s-l500.jpg,Brand New,NM to VF,Marvel Comics,2022,Single Issue,US Comics,"Variant Cover, 1st Print",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel,US $3.99,buy_it_now,,$4.75,"Dec 03, 2022","Colorado Springs, Colorado, United States",mbro2486,5356
AMAZING SPIDER-MAN # 219 - MATT MURDOCH APP / FRANK MILLER / MARVEL 1981,Amazing Spider-Man,,https://i.ebayimg.com/images/g/imEAAOSwH7Vjc19K/s-l500.jpg,--,,Marvel,1981,Single Issue,US Comics,,Bronze Age (1970-83),Comic,Superheroes,"Daredevil (Matt Murdock), Grey Gargoyle, Spider-Man",The Amazing Spider-Man,Marvel,GBP 5.00,highest_bidder,1,GBP 28.13,"Dec 03, 2022","Birmingham, United Kingdom",logan2425,870
AMAZING SPIDERMAN 218 MARVEL COMICS  ,Amazing Spider-Man,,https://i.ebayimg.com/images/g/qUYAAOSwp8Jjc17T/s-l500.jpg,--,,Marvel Comics,1981,Single Issue,US Comics,,Bronze Age (1970-83),,Superheroes,Spider-Man,,Marvel (MCU),GBP 4.50,highest_bidder,1,GBP 20.02,"Dec 03, 2022","Birmingham, United Kingdom",logan2425,870
AMAZING SPIDER MAN # 253 MARVEL COMICS June 1984 NEWSSTAND VARIANT ROSE 1st APP,Amazing Spider-Man,253,https://i.ebayimg.com/images/g/Cc0AAOSwPl9jEpGS/s-l500.jpg,Very Good,,Marvel Comics,1984,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,,,Marvel (MCU),US $9.99,buy_it_now,,$6.00,"Dec 03, 2022","Cranston, Rhode Island, United States",oftimespast,238966
Eminem X Spiderman THE AMAZING SPIDER-MAN #1 EMINEM VARIANT  MARVEL CONFIRMED,The Amazing Spider-Man,1,https://i.ebayimg.com/images/g/DQ8AAOSw09djiL6J/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man (Peter Parker),,,US $199.99,best_offer_accepted,,$3.49,"Dec 03, 2022","Lodi, California, United States",jordan0526,328
,The Amazing Spider-Man,1,,,,Marvel Comics,2022,,US Comics,,,Comic Book,,Spider-Man (Peter Parker),,,,,,,,,,
,The Amazing Spider-Man,1,,,,Marvel Comics,2022,,US Comics,,,Comic Book,,,,,,,,,,,,
AMAZING SPIDERMAN 280 NM NEWSSTAND NEWS STAND VARIANT BLACK COSTUME SINISTER,,,https://i.ebayimg.com/images/g/6dYAAMXQKq5R5ttX/s-l500.jpg,--,NM,Marvel,,,,,,,,Spiderman,,,US $14.00,buy_it_now,,$8.00,"Dec 03, 2022","Oceanside, New York, United States",drewbizz,65327
The Amazing Spider-Man #253 Mark Jewelers Insert from June 1984 in F/VF con.,,253,https://i.ebayimg.com/images/g/7gIAAOSw-Nph4EbO/s-l500.jpg,Very Good,7.0 Fine/Very Fine,Marvel,1984,Softcover,US Comics,"1st Edition, Insert",Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,The Amazing Spider-Man,Marvel (MCU),US $35.99,buy_it_now,,,"Dec 03, 2022","Clarkrange, Tennessee, United States",cosmic-spider-man,10985
Web of Spider-Man #100 (Marvel Comics 1993) Foil cover  ,Web of Spider-Man,100,https://i.ebayimg.com/images/g/OH4AAOSwwIxjLNpc/s-l500.jpg,Good,,Marvel Comics,1993,,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),US $8.00,buy_it_now,,$5.85,"Dec 03, 2022","Baltimore, Maryland, United States",stezbot662012,108
Web of Spider-Man 7 Hulk VF 1985 Will Combine Shipping,Web of Spider-Man,,https://i.ebayimg.com/images/g/WEgAAOSwYx5jb7hv/s-l500.jpg,--,8.0 Very Fine,Marvel Comics,1985,,,,Copper Age (1984-1991),,,"Spider-Man, Hulk",,,US $4.79,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
,The Amazing Spider-Man,11,,,,Marvel,,Single Issue,,"Boarded, Bagged",Modern Age (1992-Now),Comic Book,"Action, Adventure",Spider-Man,,Marvel (MCU),,,,,,,,
,Amazing Spider-Man,14,,,,Marvel Comics,2015,Single Issue,US Comics,"Boarded, Key Issue, Bagged",Modern Age (1992-Now),Comic Book,"Action, Adventure",Spider-Man,,Marvel (MCU),,,,,,,,
Web of Spider-Man 29 Wolverine  VF+ 1987 Will  Combine Shipping,Web of Spider-Man,29,https://i.ebayimg.com/images/g/8NMAAOSww2ti-nxt/s-l500.jpg,--,8.5 Very Fine+,Marvel Comics,1987,,US Comics,,Copper Age (1984-1991),,,"Wolverine, Spider-Man",,,US $4.79,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spiderman 64 VF/NM 1990 Will Combine Ship Amazing,Web of Spider-Man,64,https://i.ebayimg.com/images/g/jucAAOSwgWti2WAz/s-l500.jpg,--,9.0 Very Fine/Near Mint,Marvel Comics,1990,,US Comics,,Copper Age (1984-1991),Comic Book,,"Doctor Strange, Spider-Man",,,US $2.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spider-Man 37 Slasher VF+ 1988 Will Combine Shipping,Web of Spider-Man,,https://i.ebayimg.com/images/g/N~QAAOSwBdNjfRRG/s-l500.jpg,--,8.5 Very Fine+,Marvel Comics,1988,,,,Copper Age (1984-1991),,,Spider-Man,,,US $3.59,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spider-Man 71 Dominic Fortune Silver Sable VF 1990 Will Combine Shipping,Web of Spider-Man,,https://i.ebayimg.com/images/g/IjcAAOSwJ4ti8U9y/s-l500.jpg,--,8.0 Very Fine,Marvel Comics,1990,,US Comics,,Copper Age (1984-1991),,,"Spider-Man, Dominic Fortune, Silver Sable",,,US $2.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Amazing Spiderman # 411   1996     Blood Brothers   Part 2     VF/NM   9.0,Amazing Spider-Man,411,https://i.ebayimg.com/images/g/bLoAAOSwbaNjLPk6/s-l500.jpg,--,9.0 Very Fine/Near Mint,Marvel,1995,Single Issue,US Comics,"1st Edition, Boarded",Modern Age (1992-Now),Comic Book,Action,Spider Man,,Marvel (MCU),US $3.97,buy_it_now,,$3.95,"Dec 03, 2022","Castle Rock, Colorado, United States",hallofcomics,4925
Web of Spider-Man 41 1988 VF Will Combine Shipping,,41,https://i.ebayimg.com/images/g/g0QAAOSwg7VityV~/s-l500.jpg,--,8.0 Very Fine,Marvel Comics,1988,,US Comics,,,,,Spider-Man,Web of Spider-Man,,US $2.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spiderman #42 VF/NM  Cult of Love  Will Combine Shipping ,,,https://i.ebayimg.com/images/g/1bwAAOSw27lhMkDI/s-l500.jpg,--,,Marvel,1988,,,,,,,Spider-Man,Web of Spider-Man,,US $2.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5115
Spider-Man #67: Web of Carnage (1996) VF/NM  Will Combine Shipping ,,,https://i.ebayimg.com/images/g/kiwAAOSw59NhLUAa/s-l500.jpg,--,9.0 Very Fine/Near Mint,Marvel Comics,1996,,,,,,,"Spider-Man, Carnage",Spider-Man,,US $8.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spiderman 82 VF Will Combine Shipping Amazing,Web of Spider-Man,,https://i.ebayimg.com/images/g/47cAAOSwigNi0cg4/s-l500.jpg,--,8.0 Very Fine,Marvel Comics,1991,,US Comics,,,,,Spider-Man,,,US $2.99,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spiderman #46 VF/NM   Will Combine Ship Amazing ,,,https://i.ebayimg.com/images/g/KJ8AAOSwDfZg3x0e/s-l500.jpg,--,,Marvel,,,,,,,,Spider-Man,,,US $3.59,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5120
Web of Spider-Man #53 VF+ Will Combine Shipping GREAT DEAL!,,,https://i.ebayimg.com/images/g/kzsAAOSwH3lgzQpa/s-l500.jpg,--,,Marvel,,,,,,,,X-Men,,,US $3.59,buy_it_now,,$4.99,"Dec 03, 2022","Mount Pleasant, South Carolina, United States",pleasantpalm,5115
,,,,,,Penguin Publishing Group,1995,,,,,,"Fiction, Comics & Graphic Novels",,Spider-Man Ser.,,,,,,,,,
Tiggomverse Marat Spider-Man 55  Gleason Venom Counterpoint Variant Rare,Tiggomverse,1,https://i.ebayimg.com/images/g/bWMAAOSwsS5iHh1h/s-l500.jpg,Like New,,Counterpoint,2020,Single Issue,US Comics,"Limited Edition, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $39.59,buy_it_now,,$6.55,"Dec 03, 2022","North Wales, Pennsylvania, United States",happy_gabe,838
"Worlds Unknown #3 (Sept 1973, Marvel Comics)",Zone,16,https://i.ebayimg.com/images/g/-psAAOSw541jgi7C/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,2,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Worlds Unknown #4 (Nov 1973, Marvel Comics)",Zone,16,https://i.ebayimg.com/images/g/mpcAAOSwms1jgi8M/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,2,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Worlds Unknown #5 (Feb 1974, Marvel Comics)",Zone,16,https://i.ebayimg.com/images/g/MpUAAOSwo75jgi9Y/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,2,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
,Amazing Spider-Man,1,,,,Marvel Comics,2015,Single Issue,US Comics,"Boarded, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,,,,,,,,,
Amazing Spider-Man #49 (Vol 5),Amazing Spider-Man,49,https://i.ebayimg.com/images/g/o1QAAOSw7Xli3Qdq/s-l500.jpg,Brand New,,Marvel Comics,2020,Single Issue,US Comics,Boarded,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,,GBP 5.45,buy_it_now,,GBP 18.04,"Dec 03, 2022","Nottingham, United Kingdom",goldengamestrader,51455
Savage Avengers #1 Romita Jr. Variant (2022),The Avengers,,https://i.ebayimg.com/images/g/wPcAAOSw509jN5gl/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,"First Printing, Boarded",Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Girl, Spider-Gwen, Ant-Man (Scott Lang), Wasp, Thor (Jane Foster), Thor (Odinson), Doctor Strange, Scarlet Witch, Thanos, Sandman (Flint Marko), Green Goblin (Harry Osborn), Venom, Anti-Venom, Carnage, Wolverine (Logan), Wolverine (Laura Kinney), Magneto, Deadpool, Ghost Rider (Johnny Blaze), Captain America (Sam Wilson), Captain Marvel (Carol Danvers)",,Marvel (MCU),US $2.99,buy_it_now,,$5.19,"Dec 03, 2022","San Mateo, California, United States",comedianhaha1978,457
ULTIMATE SPIDER-MAN #11 (2001) - Marvel Comics / NM- / 1st Ultimate Hellcat,Ultimate Spider-Man,11,https://i.ebayimg.com/images/g/ptoAAOSw~hljWb~t/s-l500.jpg,Like New,,Marvel,2001,Single Issue,US Comics,Boarded,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $3.95,best_offer_accepted,,$4.50,"Dec 03, 2022","Las Vegas, Nevada, United States",sailorcheese,4891
"Where Creatures Roam #3 (Nov 1970, Marvel Comics)",Zone,16,https://i.ebayimg.com/images/g/vhsAAOSwZQ9jgjAK/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $13.39,highest_bidder,3,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Where Creatures Roam #2 (Sept 1970, Marvel Comics)",Zone,16,https://i.ebayimg.com/images/g/y6QAAOSw0Oxjgi-s/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,,Single Issue,US Comics,Set,Bronze Age (1970-83),Comic Book,"Classics, Holiday, Horror & Sci-Fi, Teen",Spider-Man (Peter Parker),,,US $8.69,highest_bidder,2,FREE,"Dec 03, 2022","Clarkston, Michigan, United States",sunflowerfields4ever,1214
"Lot of 13 Comic Books Spiderman, Guardians of the Galaxy",,,https://i.ebayimg.com/images/g/4RAAAOSwE25e8UKn/s-l500.jpg,--,Ungraded,Marvel,,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US $4.99,buy_it_now,,$6.99,"Dec 03, 2022","Lincoln, Nebraska, United States",brothers106,803
"Venom: Lethal Protector #3 (Apr 1993, Marvel) Guest starring spiderman",Spider-Man,,https://i.ebayimg.com/images/g/figAAOSwfINjSumu/s-l500.jpg,Like New,,,,,US Comics,,,,,,,,US $2.99,highest_bidder,1,$6.00,"Dec 03, 2022","Coos Bay, Oregon, United States",blu2you1,808
Spider-Man #3 Newsstand CBCS 9.0 VF/NM WP McFarlane Cover Lizard Calypso (1990),Spider-Man,3,https://i.ebayimg.com/images/g/zqAAAOSwcGhjg1rt/s-l500.jpg,Like New,9.0 Very Fine/Near Mint,Marvel,1990,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,Superheroes,"Calypso, Spider-Man, Lizard",,Marvel (MCU),US $39.99,highest_bidder,1,$15.75,"Dec 03, 2022","Phoenix, Arizona, United States",martinezcisco,131
AMAZING SPIDER-MAN #97 June 1971 UNREAD Green Goblin,Amazing Spider-Man,,https://i.ebayimg.com/images/g/tqsAAOSwhchjg9tG/s-l500.jpg,Brand New,,Marvel,,,,,Bronze Age (1970-83),,,Spider-Man (Peter Parker),,,US $99.99,best_offer_accepted,,$5.50,"Dec 03, 2022","Philadelphia, Pennsylvania, United States",calm-mix,10049
THE SPECTACULAR SPIDER-MAN MARVEL  TREASURY EDITION NUMBER ONE 1974 Big Issue,Spectacular Spider-Man,1,https://i.ebayimg.com/images/g/lfcAAOSw8L1jSumm/s-l500.jpg,Acceptable,,Marvel Comics,1974,Single Issue,US Comics,"1st Edition, Boarded, Special Edition",Bronze Age (1970-83),,,Spider-Man,,,US $9.99,highest_bidder,1,$9.99,"Dec 03, 2022","Turner, Maine, United States",jobr678157,25
Stan Lee Present Spiderman Comic Nov 26 No #403 MARVEL Vintage Magazine,Marvel,,https://i.ebayimg.com/images/g/UswAAOSw4OFiXbPl/s-l500.jpg,Very Good,,Marvel Comics,,,UK Comics,,Bronze Age (1970-83),Comic Book,"Action, Superheroes","Spider-Man, The Hulk",,Marvel (MCU),GBP 5.00,best_offer_accepted,,GBP 10.00,"Dec 03, 2022","Darwen, United Kingdom",alexrhean,347
Amazing Spider-Man #59 CGC VG/FN 5.0 White Pages 1st Mary Jane Watson Cover!,Amazing Spider-Man,,https://i.ebayimg.com/images/g/LhgAAOSwcUFjd7il/s-l500.jpg,--,VG/FN 5.0,Marvel,1968,,,,Silver Age (1956-69),,,Spider-Man,,,US $184.00,buy_it_now,,,"Dec 03, 2022","Montgomery, Alabama, United States",qualitycomix,26409
